Date,Pluvio_du_jour,Cumul_du_mois,Cumul_moy_du_mois,Cumul_periode,Cumul_moy_periode,Cumul_mois_precedent,Cumul_periode_precedente,nom_ar,nom_fr,gouvernorat_ar,gouvernorat_fr,region_ar,region_fr,Latitude,Longitude,Altitude
2025-11-25,0,34.6,45.78666673815912,59.1,111.81555562582285,9,48.6,بوسالم,BOUSALEM DRE,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.599846,8.968515,0.00
2025-11-25,0.8,29.6,45.510000077486026,105.69999999999999,115.16800003021962,15.899999999999999,75.19999999999999,جندوبة,JENDOUBA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.499091,8.794007,0.00
2025-11-25,0,0,7.592857174397934,1,23.87225918032452,0,30.7,رمادة,REMADA SM,تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.315391,10.403298,0.00
2025-11-25,0,7,14.258139550685883,12,31.59714091592751,0,40.199999999999996,غمراسن,"GHOMRASSEN DELEG,",تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.065988,10.347224,0.00
2025-11-25,0,0,12.316490513404503,9,32.3885810028781,0,72.6,تطاوين,TATAOUINE SM,تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.927392,10.451446,0.00
2025-11-25,0,20,29.634000088721514,47.5,87.63469390319622,4,63.5,جربة حومة السوق,JERBA EL MAY SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.799485,10.887131,0.00
2025-11-25,0,2.9,33.3224488680764,60.5,87.16271261086838,0,31,جرجيس,ZARZIS VILLE SE 2,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.497974,11.117350,0.00
2025-11-25,0,0.8999999999999999,26.814285726267467,36.9,65.78626879827836,0,33.5,بن قردان,BEN GUERDANE 1 SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.160484,10.770229,0.00
2025-11-25,0,3,21.300000068254594,13.5,52.958536502064746,0,42.8,بني خداش,BENI KHEDECHE,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.245991,10.203218,0.00
2025-11-25,0,14.8,16.955999945402144,23.4,53.524000243246554,0,60.599999999999994,مدنين,MEDENINE 1 SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.335986,10.500219,0.00
2025-11-25,0,15,22.157142834395778,28,55.6651020967717,0,56,مطماطة,MATMATA DELEGATION,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.542987,9.987223,0.00
2025-11-25,0,2,20.382051239793114,13,63.602564042004246,0,128,المطوية,METOUIA SM,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.957894,10.036720,0.00
2025-11-25,0,0,10.212500013783576,14,45.902499973587666,0,46.5,الحامة,EL HAMMA PV,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.844495,9.816229,0.00
2025-11-25,0,1.5,22.302040843179036,15.5,83.4769384850531,0,81.5,قابس,GABES SM,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.857991,10.108727,0.00
2025-11-25,0,8.5,7.482499976456165,14.5,22.7305807075659,0,44.8,دوز,DOUZ CRDA SM,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.461996,9.024224,0.00
2025-11-25,0,1,7.867499973252414,9,20.446605712025242,0,0,الفوار,EL FAOUR DOUZ,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.370194,8.668720,0.00
2025-11-25,0,0,9.160465135823848,1,25.563689255610452,0,42,قبلي,KEBILI SE,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.704992,8.979226,0.00
2025-11-25,0,3.5,11.968085119064819,20.5,27.201341364811846,0,34.5,نفطة,NEFTA,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.859794,7.907325,0.00
2025-11-25,0,4,11.30888894399007,29,24.52536239504167,0,34.5,دقاش,DEGACHE MUNICIPALITE,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.983992,8.239419,0.00
2025-11-25,0,4.5,14.760000093777974,68.5,30.548142733837864,2.5,53,تمغزة,TAMEGHZA.GN,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,34.379992,7.945848,0.00
2025-11-25,0,3.5,10.916000046283004,12,27.424000004380936,0,39,توزر,TOZEUR SM,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.925131,8.097222,0.00
2025-11-25,0,3,13.822916609700767,36,41.93102849888159,43.5,70.3,أم العرائس,SIDI AIECH,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.487989,8.295220,0.00
2025-11-25,0,2,14.03913041042245,28,78.02588951634792,22,116,سيدي يعيش,REDEYEF  SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.710293,8.782128,0.00
2025-11-25,0,0,18.042857154849028,31,42.38424252244519,1,68.5,الرديف,MOULARES SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.361991,8.169228,0.00
2025-11-25,0,3,13.82173913101787,21,31.9140096620625,8,58,المنلوي,METLAOUI SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.316991,8.421221,0.00
2025-11-25,0,1,16.40000005163576,19,62.06956518490031,16,79.5,السند,ESSNED,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.546493,9.258217,0.00
2025-11-25,0,1,13.858695639864258,69,43.81752996857964,30,87,القطار,EL GUETAR,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.334994,8.925215,0.00
2025-11-25,0,3,17.08600006580353,21.2,50.449999999702,15,48,قفصة,GAFSA 1 SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.424999,8.799228,0.00
2025-11-25,0,4,26.45886526040152,16,96.72657058085721,11,192,الحنشة,HANCHA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,35.122934,10.745022,0.00
2025-11-25,0,4,16.349999984502794,19,77.48800006985667,9,134.5,منزل شاكر,MENZEL CHAKER,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.556840,10.313026,0.00
2025-11-25,0,0,23.346938775510203,28,87.17942176870748,19.5,136.5,قرقنة,KERKENEH MELLITTA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.642780,11.029420,0.00
2025-11-25,0,18,15.628888911339976,49.5,69.3293720058485,22.5,160.6,الغريبة,EL GHRAIBA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.499686,10.221215,0.00
2025-11-25,0,5,14.551999994516374,42,71.15400003939865,25,173,بير علي بن خليفة,BIR ALI BEN KHELIFA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.737292,10.095218,0.00
2025-11-25,0,7,17.565999994277952,67.5,73.50828579347962,46,180.5,عقارب,AGAREB DELEGATION,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.740884,10.533074,0.00
2025-11-25,0,6,21.090000054836274,41,86.76199987694623,29.5,132.1,صفاقس,SFAX MAOU SM,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.716489,10.734221,0.00
2025-11-25,0,1.5,31.779166597562536,25.2,108.73652471588754,31,177.7,الـــجم,EL JEM SM,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.296183,10.709476,0.00
2025-11-25,0,3,22.070833294807624,40,89.38460228085452,17,138,السواسي,SOUASSI,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.348563,10.544329,0.00
2025-11-25,0,6,40.29565222496572,33,133.2040097585335,11.5,234.5,الشابة,CHEBBA MUNICIPALITE,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.237678,11.115822,0.00
2025-11-25,0,1,39.37400004833937,20.6,132.38600017786027,11.2,259,المهدية,MAHDIA,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.518477,11.031220,0.00
2025-11-25,0,3,44.194000003933915,22,144.8389388623955,30,212,جــمال,JEMMEL,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.623779,10.763029,0.00
2025-11-25,0,1,47.96399999678134,23,145.66399986101655,17,261,طبلبة,TEBOULBA BNE VENNE I,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.635477,10.779221,0.00
2025-11-25,0,1,46.23200009793043,51,147.20400025486944,15,296,المكنين,MOKNINE SM,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.626034,10.716228,0.00
2025-11-25,0,1,34.68888899270031,26,128.49939420015897,18,220,المنستير,SKANES MONASTIR  SM,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.749873,10.753752,0.00
2025-11-25,0,1.2,31.704255266392476,124.2,110.65510197336451,13,194.5,الكندار,KUNDAR,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.949137,10.284220,0.00
2025-11-25,0,0,42.78297867768622,23,121.54233164317141,18,218,سيدي بوعلي,SIDI BOU ALI,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.957682,10.479071,0.00
2025-11-25,0,2,34.61836740374565,25,118.47453230332118,22.5,168.5,مساكن,MSAKEN DELG SM,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.731787,10.577622,0.00
2025-11-25,0,0,40.263265332397154,29,130.99122959141826,28,175,النفيضة,ENFIDA FORET,سوسة,Sousse,الوسط الشرقي,Centre-Est,36.133633,10.377370,0.00
2025-11-25,0,1,39.63469390023728,46,127.79795913976068,19,204,سوسة,SOUSSE PF,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.828981,10.646020,0.00
2025-11-25,0,1.5,12.906249983857077,14,69.86125887756018,8,72,المزونة,MEZZOUNA DISPENSAIRE,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.575739,9.847000,0.00
2025-11-25,0,1,18.719148917401093,40.5,79.328743868313,0,82.3,جلمة,JELMA HER,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,35.270999,9.429225,0.00
2025-11-25,0,4,18.955555544959175,59.5,80.73872817577679,15.5,187.2,الرقاب,REGUEB SM DELEGATION,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.847997,9.789227,0.00
2025-11-25,0,0,15.056000000536441,9,69.91600005492568,2.5,67.5,المكناسي,MEKNASSY GR SM,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.919999,8.716511,0.00
2025-11-25,0,5,19.979999991953374,37,83.63559188236997,61,165.3,بير الحفي,BIR LAHFAY,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.931245,9.196117,0.00
2025-11-25,0,6,19.72127658794535,23,79.34968971963046,25,179,سيدي علي بن عون,SIDI ALI BEN AOUN,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.855194,9.142115,0.00
2025-11-25,0,2,21.465957408255722,73,97.16595740711435,67.5,164.2,سيدي بوزيد,SIDI BOUZID SM,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.964999,9.447219,0.00
2025-11-25,0,1,37.968000009506945,61.1,115.99000004231931,0,63.5,تالة,TALA SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.578792,8.670524,0.00
2025-11-25,0,2,17.83600006058812,87,78.09400014922021,6,80,سبيطلة,SBEITLA  PAVA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.228696,9.123136,0.00
2025-11-25,0,3.5,25.235555455585324,102.5,103.14333324437055,1,36,سبيبة,SBIBA VILLE SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.228696,9.123125,0.00
2025-11-25,0,3.3,15.917999988943336,20.1,76.19799996301532,4.9,60.9,خنقة الزازية,KHANGUET ZAZIA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.090993,9.124563,0.00
2025-11-25,0,4.5,20.108510602661898,125,69.60222211379391,15.5,128.5,فوسانة,FOUSSANA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.351991,8.634512,0.00
2025-11-25,0,7,21.785416735491406,73.5,92.86250002045801,17.5,88.5,فريانة,FERIANA SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,34.947446,8.576477,0.00
2025-11-25,0,3.6,19.29999993503094,86.5,86.83800001814964,5.5,99.5,القصرين,KASSERINE,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.165694,8.826228,0.00
2025-11-25,0,0.1,19.566000042855737,39.1,80.78200009718537,7.1,96.3,سد سيدي سعد,SIDI SAAD BARRAGE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.384036,9.694255,0.00
2025-11-25,0,0,22.021469411418146,35.5,89.07751024946874,35,86,سيدي عمر بوحجلة,SIDI AMOR BOUHAJLA,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.395191,10.057861,0.00
2025-11-25,0,0,28.635999981462952,71,117.99400000438094,45.5,155.5,السبيخة,SBIKHA,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.918093,10.035820,0.00
2025-11-25,0,0,30.150000100800145,75.5,127.21316497827097,20,69.5,الوسلاتية,OUSLATIA INRAT,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.774996,9.591225,0.00
2025-11-25,0,0,26.67317077444821,37,96.56829256800619,41,137,سد نبهانة,NEBHANA BARRAGE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.392496,9.700119,0.00
2025-11-25,0,3,22.812195251627664,40.5,117.3926832272512,9.5,78.5,حفوز,HAFFOUZ DRE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.635497,9.676719,0.00
2025-11-25,0,0.6,26.908000009655943,47.4,109.49200011208654,10,120.6,القيروان,KAIROUAN SM,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.675988,10.104229,0.00
2025-11-25,9,163.5,124.1380000579357,219.3,234.5309387463696,84,199.8,سجنان,SEJENANE DELG,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.059741,9.246079,0.00
2025-11-25,0,101,89.82857149748173,153,179.75306132922364,63,131,جومين,DJOUMIN DELEGATION,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,36.926992,9.388721,0.00
2025-11-25,0,49.6,67.87600010886788,174.1,153.41200020477174,29,88,ماطر,SIDI MBAREK (MATEUR),بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.021497,9.663226,0.00
2025-11-25,0,58,68.2760627241615,220,135.0821853416155,37,140.5,العالية,EL ALIA SE,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.166386,10.037618,0.00
2025-11-25,0,60.5,86.70869566111462,153.2,170.22881583304974,53.3,87.5,راس الجبل,RAS JEBEL,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.214993,10.126721,0.00
2025-11-25,0.3,59.3,84.61224492350405,172.5,164.93673476576797,41.5,108.4,تينجة,TINJA HER,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.171789,9.757906,0.00
2025-11-25,2,80.60000000000001,89.9000001746416,143.9,182.9702002644538,69.60000000000001,122.9,بنزرت سيدي أحمد,SIDI AHMED SM BIZERTE,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.232990,9.782023,0.00
2025-11-25,0,0,36.20000005796552,52,113.30000000029803,0,64,الجبيبنة 3 النظور,DJEBIBINA YABSA(NADHOR),زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.114288,10.097478,0.00
2025-11-25,0,2,38.07321430737672,68,122.64340995414315,33,147,صواف,SAOUAF,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.229041,10.174420,0.00
2025-11-25,3,5.5,36.933999831676495,37,121.55163249539169,42,130.5,سد بئر مشارقة,BIR MECHARGA BGE,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.509391,10.024123,0.00
2025-11-25,0,2,38.387499963243805,103.6,123.22340425781255,43,180,الفحص,PT DU FAHS SM,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.352341,9.895514,0.00
2025-11-25,0,4,48.80612251344993,52,141.68759205958673,89,270.5,زغوان,ZAGHOUAN,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.397791,10.145620,0.00
2025-11-25,0,5.5,55.959999951273204,35,154.28800002753738,54,174,الحمامات,HAMMAMET SM PF,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.412631,10.603728,0.00
2025-11-25,0.5,18,85.34651151923246,100,174.61627854302876,85,299.5,الهوارية,HAOUARIA DELEG  SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,37.035877,11.012778,0.00
2025-11-25,0,5,62.28599998354912,54.5,156.98391844615645,30,186,قرمبالية,GROMBALIA DRE,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578234,10.479524,0.00
2025-11-25,0,4,63.729999993443485,31,160.28600001022218,38,155,منزل بوزلفة,MENZEL BOUZELFA,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.681733,10.583916,0.00
2025-11-25,0,10,50.851020337975754,40,149.19187747204188,15,185,قربة,KORBA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578677,10.859311,0.00
2025-11-25,0,16.5,68.15999990403652,74,174.30273430911865,33.5,217,قليبية,KELIBIA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.855421,11.096021,0.00
2025-11-25,0.5,4.5,50.103755042519495,35.7,135.05175515648358,44.5,224,نابل,NABEUL SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.443677,10.750420,0.00
2025-11-25,0,28,47.944192004632775,75,138.33937274074222,19,96,الخليدية,EL KHELIDIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.637193,10.194221,0.00
2025-11-25,0,10,57.7812500364768,62,139.35291409663083,11,100,برج السدرية,BORJ CEDRIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.663282,10.328322,0.00
2025-11-25,0,14.5,52.25399990543725,61.5,138.92599991649388,0,84.5,بن عروس,BEN AROUS MUNICIP.,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.720884,10.267123,0.00
2025-11-25,0,3,38.3120000204444,47,113.72861233180272,25,66,البطان,BATANE OMVVM,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.796724,9.849985,0.00
2025-11-25,0,1,42.56734696395543,66.5,123.78881630273193,13,119,برج العامري,BORJ EL AMRI,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.715495,9.886868,0.00
2025-11-25,1,13.5,47.504166692495346,56.5,128.56815478734057,13.5,89.5,منوبة,MANOUBA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.782991,10.077219,0.00
2025-11-25,0,19,61.84042559294625,75,146.04506350394422,58,144,قلعة الأندلس,Kalaat Andalos,أريانة,Ariana,الشمال الشرقي,Nord-Est,37.033000,10.114000,0.00
2025-11-25,0,19,52.92553198369261,118,127.3864136068373,8,64,سيدي ثابت,SIDI THABET,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.912718,10.041491,0.00
2025-11-25,0,8,53.80200001418591,37,143.9380000475049,16,68,أريانة,ARIANA CENTRE D'ETUD,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.848147,10.178561,0.00
2025-11-25,0,9.5,52.87799990385771,48.2,139.21200009942055,5.3,52.8,تونس المنوبية,TUNIS MANOUBIA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.784336,10.173078,0.00
2025-11-25,0,1,52.775999996215106,28,142.16399994581934,32.8,81.19999999999999,تونس قرطاج,TUNIS CARTHAGE SM,تونس,Tunis,الشمال الشرقي,Nord-Est,36.834284,10.248223,0.00
2025-11-25,0,3,41.77199993729591,104,134.25199996486302,9,47,مكثر,MAKTAR PF,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.853203,9.204221,0.00
2025-11-25,0,2,35.603528871688816,57,121.91662407773832,18,89,سد الأخماس,BARRAGE LAKHMES,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.074696,9.373423,0.00
2025-11-25,0,10,49.06530605864768,119,150.32840805030295,40,136,سعدية برقو,SAADIA DU BARGOU SM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.035998,9.600219,0.00
2025-11-25,0,3,24.127500036358832,42,93.20420743793971,6,49,الروحية,ROHIA,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.651694,9.060217,0.00
2025-11-25,0,25,51.62997443208686,82,120.57691326032894,22,122,الكريب,KRIB FERME COSSEM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.319045,9.137629,0.00
2025-11-25,0,5,39.177550981087336,52,118.49183676939225,19,78,بوعرادة,BOU ARADA II,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.349643,9.625698,0.00
2025-11-25,0,0,35.347999961078166,77,116.011999964416,16,102,سليانة,SILIANA AGRICOLE,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.085492,9.366221,0.00
2025-11-25,0,4,35.973784329019196,54,104.01792582659506,9.5,66.5,تاجروين,TEJROUINE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.936996,8.491428,0.00
2025-11-25,0,2,35.78372094381687,78.5,111.46511628600055,2,68.5,السرس,SERS DELEGATION,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.066600,9.037090,0.00
2025-11-25,0,2,34.901999956369394,76.5,101.88599999934434,2.5,44.5,القصور,KSOUR ECOLE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.900994,8.793994,0.00
2025-11-25,0,2,37.98444452136754,97.5,104.9288889396522,1,55,قلعة سنان,KALAAT ESSENAM DELEG,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.765992,8.340220,0.00
2025-11-25,1,9,46.72222229904599,78.2,116.60666672686736,8.5,106.8,ساقية سيدي يوسف,SAKIET SIDI YOUSSEF SM,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.233272,8.367319,0.00
2025-11-25,0,6.9,28.126530658225633,58.099999999999994,86.91836724111008,3.5,86.60000000000001,سد ملاق,O.MELLEGUE K13,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.323991,8.709228,0.00
2025-11-25,0,3.1,38.328571455971314,52.300000000000004,105.25918382178158,13.8,119.2,الكاف,KEF CMA,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.131399,8.744326,0.00
2025-11-25,0,35,56.911999935954796,88,138.57538774785945,17,77,تيبار,TIBAR SM,باجة,Béja,الشمال الغربي,Nord-Ouest,36.521995,9.105227,0.00
2025-11-25,0,21,55.52599993288517,98,134.29526526824557,8.5,76,تبرسق,TEBOURSOUK,باجة,Béja,الشمال الغربي,Nord-Ouest,36.458999,9.249223,0.00
2025-11-25,0.1,5.199999999999999,43.77916662410523,64.3,115.0079786196906,12.499999999999998,94.9,سد سيدي سالم,BARRAGE SIDI SALEM,باجة,Béja,الشمال الغربي,Nord-Ouest,36.557991,9.402219,0.00
2025-11-25,0,174,144.63469381934527,266,261.97548475199636,106,265,نفزة,NEFSA DELEG,باجة,Béja,الشمال الغربي,Nord-Ouest,36.976043,9.082727,0.00
2025-11-25,0,2,40.506521696143814,57,112.96521729247077,6,97.5,مجاز الباب,MEJEZ EL BAB,باجة,Béja,الشمال الغربي,Nord-Ouest,36.650691,9.604720,0.00
2025-11-25,0,40.2,64.85624996122594,99.80000000000001,151.54204929109068,33.199999999999996,118.6,بــاجة,BEJA,باجة,Béja,الشمال الغربي,Nord-Ouest,36.722242,9.204225,0.00
2025-11-25,0.3,82,89.87111116995413,112.4,170.76777814534128,29.5,127.69999999999999,سد بوهرتمة,BOUHERTMA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.674092,8.784465,0.00
2025-11-25,11,164.2,144.5240003156662,272.6,276.9320004539192,104.6,265.2,طبرقة,TABARKA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.913855,8.747206,0.00
2025-11-25,9,277,202.26000009849665,391,382.82400005847205,83,276,عين دراهم,AIN DRAHEM,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.774894,8.683128,0.00
2025-11-25,0,27.5,46.61428573697197,112.5,108.27755104324646,5,73.5,غار الدماء,GHARDIMAOU DRE,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.450446,8.432837,0.00
2025-11-24,0,28.8,45.510000077486026,104.89999999999999,114.82400002896792,15.899999999999999,75.19999999999999,جندوبة,JENDOUBA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.499091,8.794007,0.00
2025-11-24,0,34.6,45.78666673815912,59.1,111.41111117833195,9,48.6,بوسالم,BOUSALEM DRE,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.599846,8.968515,0.00
2025-11-24,0,27.5,46.61428573697197,112.5,107.8163265432326,5,73.5,غار الدماء,GHARDIMAOU DRE,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.450446,8.432837,0.00
2025-11-24,0,268,202.26000009849665,382,379.3720000398158,83,276,عين دراهم,AIN DRAHEM,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.774894,8.683128,0.00
2025-11-24,0,153.2,144.5240003156662,261.6,274.25000044450167,104.6,265.2,طبرقة,TABARKA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.913855,8.747206,0.00
2025-11-24,0,81.7,89.87111116995413,112.1,168.94111149019818,29.5,127.69999999999999,سد بوهرتمة,BOUHERTMA,جندوبة,Jendouba,الشمال الغربي,Nord-Ouest,36.674092,8.784465,0.00
2025-11-24,0,40.2,64.85624996122594,99.80000000000001,150.68996595359744,33.199999999999996,118.6,بــاجة,BEJA,باجة,Béja,الشمال الغربي,Nord-Ouest,36.722242,9.204225,0.00
2025-11-24,0,2,40.506521696143814,57,112.54347817032881,6,97.5,مجاز الباب,MEJEZ EL BAB,باجة,Béja,الشمال الغربي,Nord-Ouest,36.650691,9.604720,0.00
2025-11-24,0,174,144.63469381934527,266,259.86119903479124,106,265,نفزة,NEFSA DELEG,باجة,Béja,الشمال الغربي,Nord-Ouest,36.976043,9.082727,0.00
2025-11-24,0,5.1,43.77916662410523,64.2,114.46839528685398,12.499999999999998,94.9,سد سيدي سالم,BARRAGE SIDI SALEM,باجة,Béja,الشمال الغربي,Nord-Ouest,36.557991,9.402219,0.00
2025-11-24,0,21,55.52599993288517,98,133.90726527110658,8.5,76,تبرسق,TEBOURSOUK,باجة,Béja,الشمال الغربي,Nord-Ouest,36.458999,9.249223,0.00
2025-11-24,0,35,56.911999935954796,88,138.1273877511675,17,77,تيبار,TIBAR SM,باجة,Béja,الشمال الغربي,Nord-Ouest,36.521995,9.105227,0.00
2025-11-24,0,3.1,38.328571455971314,52.300000000000004,104.72653076311157,13.8,119.2,الكاف,KEF CMA,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.131399,8.744326,0.00
2025-11-24,0,6.9,28.126530658225633,58.099999999999994,86.09591823816295,3.5,86.60000000000001,سد ملاق,O.MELLEGUE K13,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.323991,8.709228,0.00
2025-11-24,0,8,46.72222229904599,77.2,115.98444449868467,8.5,106.8,ساقية سيدي يوسف,SAKIET SIDI YOUSSEF SM,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.233272,8.367319,0.00
2025-11-24,0,2,37.98444452136754,97.5,103.88222227295242,1,55,قلعة سنان,KALAAT ESSENAM DELEG,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.765992,8.340220,0.00
2025-11-24,0,2,34.901999956369394,76.5,101.21599999934433,2.5,44.5,القصور,KSOUR ECOLE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.900994,8.793994,0.00
2025-11-24,0,2,35.78372094381687,78.5,110.04186047648275,2,68.5,السرس,SERS DELEGATION,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.066600,9.037090,0.00
2025-11-24,0,4,35.973784329019196,54,102.95883488715997,9.5,66.5,تاجروين,TEJROUINE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.936996,8.491428,0.00
