Date,Pluvio_du_jour,Cumul_du_mois,Cumul_moy_du_mois,Cumul_periode,Cumul_moy_periode,Cumul_mois_precedent,Cumul_periode_precedente,nom_ar,nom_fr,gouvernorat_ar,gouvernorat_fr,region_ar,region_fr,Latitude,Longitude,Altitude
2025-11-08,6,11,56.911999935954796,64,109.60338774529646,3,63,تيبار,TIBAR SM,باجة,Béja,الشمال الغربي,Nord-Ouest,36.521995,9.105227,0.00
2025-11-08,1,1.5,38.328571455971314,50.7,87.1265307109879,1,106.4,الكاف,KEF CMA,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.131399,8.744326,0.00
2025-11-08,4,5.4,28.126530658225633,56.599999999999994,73.0632651366141,0,83.10000000000001,سد ملاق,O.MELLEGUE K13,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.323991,8.709228,0.00
2025-11-08,2,3,46.72222229904599,72.2,93.51777779824201,2,100.3,ساقية سيدي يوسف,SAKIET SIDI YOUSSEF SM,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.233272,8.367319,0.00
2025-11-08,1,1,37.98444452136754,96.5,87.31555559933187,1,55,قلعة سنان,KALAAT ESSENAM DELEG,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.765992,8.340220,0.00
2025-11-08,0,0,34.901999956369394,74.5,83.69400002390147,2.5,44.5,القصور,KSOUR ECOLE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.900994,8.793994,0.00
2025-11-08,0,0,35.78372094381687,76.5,94.0697674474051,0,66.5,السرس,SERS DELEGATION,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.066600,9.037090,0.00
2025-11-08,1,1,35.973784329019196,51,86.5497440295458,4,61,تاجروين,TEJROUINE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.936996,8.491428,0.00
2025-11-08,0,0,35.347999961078166,77,96.84199997290968,5,91,سليانة,SILIANA AGRICOLE,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.085492,9.366221,0.00
2025-11-08,0,0,39.177550981087336,47,95.9938776137269,11,70,بوعرادة,BOU ARADA II,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.349643,9.625698,0.00
2025-11-08,4,4,51.62997443208686,61,94.26760201318329,18,118,الكريب,KRIB FERME COSSEM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.319045,9.137629,0.00
2025-11-08,0,0,24.127500036358832,39,80.31420743734367,6,49,الروحية,ROHIA,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.651694,9.060217,0.00
2025-11-08,0,0,49.06530605864768,109,124.45085712690437,19,115,سعدية برقو,SAADIA DU BARGOU SM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.035998,9.600219,0.00
2025-11-08,0,0,35.603528871688816,55,103.23295060622182,10,81,سد الأخماس,BARRAGE LAKHMES,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.074696,9.373423,0.00
2025-11-08,0,0,41.77199993729591,101,113.7200000120699,8,46,مكثر,MAKTAR PF,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.853203,9.204221,0.00
2025-11-08,0,0,52.775999996215106,27,115.44799995854494,2.4,50.8,تونس قرطاج,TUNIS CARTHAGE SM,تونس,Tunis,الشمال الشرقي,Nord-Est,36.834284,10.248223,0.00
2025-11-08,3,4,52.87799990385771,42.7,111.84800010770557,2,49.5,تونس المنوبية,TUNIS MANOUBIA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.784336,10.173078,0.00
2025-11-08,0,0,53.80200001418591,29,117.15600002735852,0,52,أريانة,ARIANA CENTRE D'ETUD,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.848147,10.178561,0.00
2025-11-08,6,6,52.92553198369261,105,100.6608816204181,5,61,سيدي ثابت,SIDI THABET,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.912718,10.041491,0.00
2025-11-08,0,2,61.84042559294625,58,116.1854890247942,14,100,قلعة الأندلس,Kalaat Andalos,أريانة,Ariana,الشمال الشرقي,Nord-Est,37.033000,10.114000,0.00
2025-11-08,4,4,47.504166692495346,47,104.58482142321154,8,84,منوبة,MANOUBA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.782991,10.077219,0.00
2025-11-08,0,0,42.56734696395543,65.5,100.77657137934955,3,109,برج العامري,BORJ EL AMRI,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.715495,9.886868,0.00
2025-11-08,0,0,38.3120000204444,44,92.98261229580152,6,47,البطان,BATANE OMVVM,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.796724,9.849985,0.00
2025-11-08,1.5,1.5,52.25399990543725,48.5,111.63599991619587,0,84.5,بن عروس,BEN AROUS MUNICIP.,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.720884,10.267123,0.00
2025-11-08,5,5,57.7812500364768,57,111.63802049875909,3,92,برج السدرية,BORJ CEDRIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.663282,10.328322,0.00
2025-11-08,4,4,47.944192004632775,51,115.31704952283698,13,90,الخليدية,EL KHELIDIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.637193,10.194221,0.00
2025-11-08,0,3.8,50.103755042519495,35,110.5217551707887,31.5,211,نابل,NABEUL SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.443677,10.750420,0.00
2025-11-08,0,6,68.15999990403652,63.5,137.7927343469676,10.5,194,قليبية,KELIBIA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.855421,11.096021,0.00
2025-11-08,0,5,50.851020337975754,35,124.95922447547015,14,184,قربة,KORBA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578677,10.859311,0.00
2025-11-08,0,3,63.729999993443485,30,125.57400006219746,4,121,منزل بوزلفة,MENZEL BOUZELFA,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.681733,10.583916,0.00
2025-11-08,0,3.5,62.28599998354912,53,126.49591840833727,6.5,162.5,قرمبالية,GROMBALIA DRE,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578234,10.479524,0.00
2025-11-08,0,1,85.34651151923246,83,130.61860428369326,2,216.5,الهوارية,HAOUARIA DELEG  SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,37.035877,11.012778,0.00
2025-11-08,0,5.5,55.959999951273204,35,125.66200013712053,39,159,الحمامات,HAMMAMET SM PF,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.412631,10.603728,0.00
2025-11-08,0,0,48.80612251344993,48,116.95493900477885,57,238.5,زغوان,ZAGHOUAN,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.397791,10.145620,0.00
2025-11-08,0,0,38.387499963243805,101.6,103.37548756035017,30,167,الفحص,PT DU FAHS SM,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.352341,9.895514,0.00
2025-11-08,0,0,36.933999831676495,31.5,102.92363250644837,22,110.5,سد بئر مشارقة,BIR MECHARGA BGE,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.509391,10.024123,0.00
2025-11-08,0,0,38.07321430737672,66,100.93550176918501,28,142,صواف,SAOUAF,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.229041,10.174420,0.00
2025-11-08,0,0,36.20000005796552,52,93.47199999406935,0,64,الجبيبنة 3 النظور,DJEBIBINA YABSA(NADHOR),زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.114288,10.097478,0.00
2025-11-08,0,7.199999999999999,89.9000001746416,70.5,135.83420017212626,0,53.3,بنزرت سيدي أحمد,SIDI AHMED SM BIZERTE,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.232990,9.782023,0.00
2025-11-08,0,4.5,84.61224492350405,117.7,119.9571428571124,0,66.9,تينجة,TINJA HER,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.171789,9.757906,0.00
2025-11-08,0,10,86.70869566111462,102.7,125.0875114897588,0,34.2,راس الجبل,RAS JEBEL,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.214993,10.126721,0.00
2025-11-08,0,6,68.2760627241615,168,97.88847797516053,0,103.5,العالية,EL ALIA SE,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.166386,10.037618,0.00
2025-11-08,0,2.6,67.87600010886788,127.1,118.25600015312433,0,59,ماطر,SIDI MBAREK (MATEUR),بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.021497,9.663226,0.00
2025-11-08,0,4,89.82857149748173,56,133.7306122979035,2,70,جومين,DJOUMIN DELEGATION,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,36.926992,9.388721,0.00
2025-11-08,0,19,124.1380000579357,74.8,161.86093873087233,1,116.8,سجنان,SEJENANE DELG,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.059741,9.246079,0.00
2025-11-08,0,0,26.908000009655943,46.8,94.9620000998676,7.4,118,القيروان,KAIROUAN SM,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.675988,10.104229,0.00
2025-11-08,0,0,22.812195251627664,37.5,106.49756117692078,4,73,حفوز,HAFFOUZ DRE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.635497,9.676719,0.00
2025-11-08,0,0,26.67317077444821,37,84.60487793785771,28,124,سد نبهانة,NEBHANA BARRAGE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.392496,9.700119,0.00
2025-11-08,0,0,30.150000100800145,75.5,111.40899827928742,12,61.5,الوسلاتية,OUSLATIA INRAT,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.774996,9.591225,0.00
2025-11-08,0,0,28.635999981462952,71,102.26600001201032,17.5,127.5,السبيخة,SBIKHA,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.918093,10.035820,0.00
2025-11-08,0,0,22.021469411418146,35.5,79.69714288297965,7,58,سيدي عمر بوحجلة,SIDI AMOR BOUHAJLA,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.395191,10.057861,0.00
2025-11-08,0,0,19.566000042855737,39,71.08000007823111,3.5,92.7,سد سيدي سعد,SIDI SAAD BARRAGE,القيروان,Kairouan,الوسط الغربي,Centre-Ouest,35.384036,9.694255,0.00
2025-11-08,0,0,19.29999993503094,82.9,78.45400004610421,3.5,97.5,القصرين,KASSERINE,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.165694,8.826228,0.00
2025-11-08,0,0,21.785416735491406,66.5,81.38749998901037,2.5,73.5,فريانة,FERIANA SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,34.947446,8.576477,0.00
2025-11-08,0,0,20.108510602661898,120.5,59.53839233987579,6.5,119.5,فوسانة,FOUSSANA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.351991,8.634512,0.00
2025-11-08,0,0,15.917999988943336,16.8,69.17600000768903,0,56,خنقة الزازية,KHANGUET ZAZIA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.090993,9.124563,0.00
2025-11-08,0,0,25.235555455585324,99,88.07666664128216,1,36,سبيبة,SBIBA VILLE SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.228696,9.123125,0.00
2025-11-08,0,0,17.83600006058812,85,69.53800008147954,3,77,سبيطلة,SBEITLA  PAVA,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.228696,9.123136,0.00
2025-11-08,0,0,37.968000009506945,60.1,96.21599998399614,0,63.5,تالة,TALA SM,القصرين,Kasserine,الوسط الغربي,Centre-Ouest,35.578792,8.670524,0.00
2025-11-08,0,0,14.258139550685883,5,24.85295486802973,0,40.199999999999996,غمراسن,"GHOMRASSEN DELEG,",تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.065988,10.347224,0.00
2025-11-08,0,0,7.592857174397934,1,19.336544851148513,0,30.7,رمادة,REMADA SM,تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.315391,10.403298,0.00
2025-11-08,0,0,19.72127658794535,17,72.27309398173439,0,154,سيدي علي بن عون,SIDI ALI BEN AOUN,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.855194,9.142115,0.00
2025-11-08,0,0,21.465957408255722,71,86.71702124019885,12,108.69999999999999,سيدي بوزيد,SIDI BOUZID SM,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.964999,9.447219,0.00
2025-11-08,0,0,19.979999991953374,32,74.18559188475415,0,104.3,بير الحفي,BIR LAHFAY,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.931245,9.196117,0.00
2025-11-08,0,0,15.056000000536441,9,61.71000007972122,0,65,المكناسي,MEKNASSY GR SM,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.919999,8.716511,0.00
2025-11-08,0,0,18.955555544959175,55.5,71.65872818849245,3,174.7,الرقاب,REGUEB SM DELEGATION,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.847997,9.789227,0.00
2025-11-08,0,0,18.719148917401093,39.5,70.64363751729253,0,82.3,جلمة,JELMA HER,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,35.270999,9.429225,0.00
2025-11-08,0,0,12.906249983857077,12.5,62.29042555714118,0,64,المزونة,MEZZOUNA DISPENSAIRE,سيدي بوزيد,Sidi Bouzid,الوسط الغربي,Centre-Ouest,34.575739,9.847000,0.00
2025-11-08,0,0,39.63469390023728,45,107.11632648140801,3,188,سوسة,SOUSSE PF,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.828981,10.646020,0.00
2025-11-08,0,0,40.263265332397154,29,107.85449480411955,12,159,النفيضة,ENFIDA FORET,سوسة,Sousse,الوسط الشرقي,Centre-Est,36.133633,10.377370,0.00
2025-11-08,0,1,34.61836740374565,24,101.69902204875807,4.5,150.5,مساكن,MSAKEN DELG SM,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.731787,10.577622,0.00
2025-11-08,0,0,42.78297867768622,23,103.05722527801066,11,211,سيدي بوعلي,SIDI BOU ALI,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.957682,10.479071,0.00
2025-11-08,0,0,31.704255266392476,123,95.38063392934727,9,190.5,الكندار,KUNDAR,سوسة,Sousse,الوسط الشرقي,Centre-Est,35.949137,10.284220,0.00
2025-11-08,0,0,34.68888899270031,25,110.63272745385389,0,202,المنستير,SKANES MONASTIR  SM,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.749873,10.753752,0.00
2025-11-08,0,0,46.23200009793043,50,127.780000180006,1,282,المكنين,MOKNINE SM,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.626034,10.716228,0.00
2025-11-08,0,0,47.96399999678134,22,124.96799980474977,1,245,طبلبة,TEBOULBA BNE VENNE I,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.635477,10.779221,0.00
2025-11-08,0,0,44.194000003933915,19,123.32493886144184,4,186,جــمال,JEMMEL,المنستير,Monastir,الوسط الشرقي,Centre-Est,35.623779,10.763029,0.00
2025-11-08,0,0,39.37400004833937,19.6,115.65800006091597,1,248.8,المهدية,MAHDIA,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.518477,11.031220,0.00
2025-11-08,0,0,40.29565222496572,27,111.86705316034494,0,223,الشابة,CHEBBA MUNICIPALITE,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.237678,11.115822,0.00
2025-11-08,0,0,22.070833294807624,37,78.04293564665994,0,121,السواسي,SOUASSI,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.348563,10.544329,0.00
2025-11-08,0,0,31.779166597562536,23.7,91.45110811062607,0,146.7,الـــجم,EL JEM SM,المهدية,Mahdia,الوسط الشرقي,Centre-Est,35.296183,10.709476,0.00
2025-11-08,0,1,21.090000054836274,36,75.2219998933375,0,102.6,صفاقس,SFAX MAOU SM,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.716489,10.734221,0.00
2025-11-08,0,0,17.565999994277952,60.5,65.73828579347963,5,139.5,عقارب,AGAREB DELEGATION,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.740884,10.533074,0.00
2025-11-08,0,0,14.551999994516374,37,63.52000004678963,4,152,بير علي بن خليفة,BIR ALI BEN KHELIFA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.737292,10.095218,0.00
2025-11-08,0,10,15.628888911339976,41.5,60.753816429961134,15.5,153.6,الغريبة,EL GHRAIBA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.499686,10.221215,0.00
2025-11-08,0,0,23.346938775510203,28,74.85289115646259,0,117,قرقنة,KERKENEH MELLITTA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.642780,11.029420,0.00
2025-11-08,0,0,16.349999984502794,15,69.23000005960468,1,126.5,منزل شاكر,MENZEL CHAKER,صفاقس,Sfax,الوسط الشرقي,Centre-Est,34.556840,10.313026,0.00
2025-11-08,0,0,26.45886526040152,12,83.55021122656301,0,181,الحنشة,HANCHA,صفاقس,Sfax,الوسط الشرقي,Centre-Est,35.122934,10.745022,0.00
2025-11-08,0,0,17.08600006580353,18.2,41.17399996951224,1,34,قفصة,GAFSA 1 SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.424999,8.799228,0.00
2025-11-08,0,0,13.858695639864258,68,36.671877807235404,0,57,القطار,EL GUETAR,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.334994,8.925215,0.00
2025-11-08,0,0,16.40000005163576,18,53.1173912482741,0,63.5,السند,ESSNED,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.546493,9.258217,0.00
2025-11-08,0,0,13.82173913101787,18,25.718357470980727,0,50,المنلوي,METLAOUI SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.316991,8.421221,0.00
2025-11-08,0,0,18.042857154849028,31,33.83424251478174,0,67.5,الرديف,MOULARES SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.361991,8.169228,0.00
2025-11-08,0,0,14.03913041042245,26,71.4041504035354,0,94,سيدي يعيش,REDEYEF  SM,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.710293,8.782128,0.00
2025-11-08,0,0,13.822916609700767,33,35.80186186071339,3,29.8,أم العرائس,SIDI AIECH,قفصة,Gafsa,الجنوب الغربي,Sud-Ouest,34.487989,8.295220,0.00
2025-11-08,0,0,10.916000046283004,8.5,22.58599997207522,0,39,توزر,TOZEUR SM,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.925131,8.097222,0.00
2025-11-08,0,0,14.760000093777974,64,25.54480935997337,0,50.5,تمغزة,TAMEGHZA.GN,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,34.379992,7.945848,0.00
2025-11-08,0,0,11.30888894399007,25,18.689806784649836,0,34.5,دقاش,DEGACHE MUNICIPALITE,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.983992,8.239419,0.00
2025-11-08,0,0,11.968085119064819,17,20.45453284986173,0,34.5,نفطة,NEFTA,توزر,Tozeur,الجنوب الغربي,Sud-Ouest,32.859794,7.907325,0.00
2025-11-08,0,0,9.160465135823848,1,20.049735759579864,0,42,قبلي,KEBILI SE,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.704992,8.979226,0.00
2025-11-08,0,0,7.867499973252414,8,15.466605730204652,0,0,الفوار,EL FAOUR DOUZ,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.370194,8.668720,0.00
2025-11-08,0,0,7.482499976456165,6,19.693080710546134,0,44.8,دوز,DOUZ CRDA SM,قبلي,Kébili,الجنوب الغربي,Sud-Ouest,32.461996,9.024224,0.00
2025-11-08,0,0,22.302040843179036,14,69.18918337127384,0,81.5,قابس,GABES SM,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.857991,10.108727,0.00
2025-11-08,0,0,10.212500013783576,14,40.41499991808086,0,46.5,الحامة,EL HAMMA PV,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.844495,9.816229,0.00
2025-11-08,0,0,20.382051239793114,11,55.62820509248054,0,128,المطوية,METOUIA SM,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.957894,10.036720,0.00
2025-11-08,0,1,22.157142834395778,14,43.14061230048841,0,56,مطماطة,MATMATA DELEGATION,قابس,Gabès,الجنوب الشرقي,Sud-Est,32.542987,9.987223,0.00
2025-11-08,0,3.5,16.955999945402144,12.1,43.026000280231244,0,60.599999999999994,مدنين,MEDENINE 1 SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.335986,10.500219,0.00
2025-11-08,0,0,21.300000068254594,10.5,39.83170721007558,0,42.8,بني خداش,BENI KHEDECHE,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.245991,10.203218,0.00
2025-11-08,0,0,33.3224488680764,57.6,67.47699843536188,0,31,جرجيس,ZARZIS VILLE SE 2,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.497974,11.117350,0.00
2025-11-08,0,0,29.634000088721514,27.5,72.48869388909975,0,59.5,جربة حومة السوق,JERBA EL MAY SM,مدنين,Médenine,الجنوب الشرقي,Sud-Est,32.799485,10.887131,0.00
2025-11-08,0,0,12.316490513404503,9,25.31548375326302,0,72.6,تطاوين,TATAOUINE SM,تطاوين,Tataouine,الجنوب الشرقي,Sud-Est,32.927392,10.451446,0.00
2025-11-07,3.8,7.199999999999999,89.9000001746416,70.5,134.90020018309352,0,53.3,بنزرت سيدي أحمد,SIDI AHMED SM BIZERTE,بنزرت,Bizerte,الشمال الشرقي,Nord-Est,37.232990,9.782023,0.00
2025-11-07,0,0,36.20000005796552,52,92.38799999311567,0,64,الجبيبنة 3 النظور,DJEBIBINA YABSA(NADHOR),زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.114288,10.097478,0.00
2025-11-07,0,0,38.07321430737672,66,100.02733850387888,0,114,صواف,SAOUAF,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.229041,10.174420,0.00
2025-11-07,0,0,36.933999831676495,31.5,102.45963250191842,0,88.5,سد بئر مشارقة,BIR MECHARGA BGE,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.509391,10.024123,0.00
2025-11-07,0,0,38.387499963243805,101.6,102.35882089964396,0,137,الفحص,PT DU FAHS SM,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.352341,9.895514,0.00
2025-11-07,0,0,48.80612251344993,48,116.2508573721258,0,181.5,زغوان,ZAGHOUAN,زغوان,Zaghouan,الشمال الشرقي,Nord-Est,36.397791,10.145620,0.00
2025-11-07,5.5,5.5,55.959999951273204,35,123.34800014093523,0,120,الحمامات,HAMMAMET SM PF,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.412631,10.603728,0.00
2025-11-07,1,1,85.34651151923246,83,128.2418601187163,0,214.5,الهوارية,HAOUARIA DELEG  SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,37.035877,11.012778,0.00
2025-11-07,3.5,3.5,62.28599998354912,53,125.429918409887,0,156,قرمبالية,GROMBALIA DRE,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578234,10.479524,0.00
2025-11-07,3,3,63.729999993443485,30,123.6320000474155,0,117,منزل بوزلفة,MENZEL BOUZELFA,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.681733,10.583916,0.00
2025-11-07,5,5,50.851020337975754,35,120.81636730463532,0,170,قربة,KORBA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.578677,10.859311,0.00
2025-11-07,3,6,68.15999990403652,63.5,136.49273436484899,0,183.5,قليبية,KELIBIA SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.855421,11.096021,0.00
2025-11-07,3.8,3.8,50.103755042519495,35,108.67375515621536,1,180.5,نابل,NABEUL SM,نابل,Nabeul,الشمال الشرقي,Nord-Est,36.443677,10.750420,0.00
2025-11-07,0,0,47.944192004632775,47,113.55482731756896,0,77,الخليدية,EL KHELIDIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.637193,10.194221,0.00
2025-11-07,0,0,57.7812500364768,52,110.80823324823015,0,89,برج السدرية,BORJ CEDRIA,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.663282,10.328322,0.00
2025-11-07,0,0,52.25399990543725,47,110.5459999154508,0,84.5,بن عروس,BEN AROUS MUNICIP.,بن عروس,Ben Arous,الشمال الشرقي,Nord-Est,36.720884,10.267123,0.00
2025-11-07,0,0,38.3120000204444,44,91.6766122955631,0,41,البطان,BATANE OMVVM,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.796724,9.849985,0.00
2025-11-07,0,0,42.56734696395543,65.5,100.20922444398002,0,106,برج العامري,BORJ EL AMRI,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.715495,9.886868,0.00
2025-11-07,0,0,47.504166692495346,43,103.322321427061,0,76,منوبة,MANOUBA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.782991,10.077219,0.00
2025-11-07,2,2,61.84042559294625,58,114.92165926263849,0,86,قلعة الأندلس,Kalaat Andalos,أريانة,Ariana,الشمال الشرقي,Nord-Est,37.033000,10.114000,0.00
2025-11-07,0,0,52.92553198369261,99,99.91832844512979,0,56,سيدي ثابت,SIDI THABET,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.912718,10.041491,0.00
2025-11-07,0,0,53.80200001418591,29,115.86200003549455,0,52,أريانة,ARIANA CENTRE D'ETUD,أريانة,Ariana,الشمال الشرقي,Nord-Est,36.848147,10.178561,0.00
2025-11-07,1,1,52.87799990385771,39.7,110.8880000963807,0,47.5,تونس المنوبية,TUNIS MANOUBIA,منوبة,Manouba,الشمال الشرقي,Nord-Est,36.784336,10.173078,0.00
2025-11-07,0,0,52.775999996215106,27,114.33199995860454,0,48.4,تونس قرطاج,TUNIS CARTHAGE SM,تونس,Tunis,الشمال الشرقي,Nord-Est,36.834284,10.248223,0.00
2025-11-07,0,0,41.77199993729591,101,112.20000000968572,0,38,مكثر,MAKTAR PF,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.853203,9.204221,0.00
2025-11-07,0,0,35.603528871688816,55,102.04336727922148,0,71,سد الأخماس,BARRAGE LAKHMES,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.074696,9.373423,0.00
2025-11-07,0,0,49.06530605864768,109,123.43657141742352,0,96,سعدية برقو,SAADIA DU BARGOU SM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.035998,9.600219,0.00
2025-11-07,0,0,24.127500036358832,39,79.75170743734367,0,43,الروحية,ROHIA,سليانة,Siliana,الشمال الغربي,Nord-Ouest,35.651694,9.060217,0.00
2025-11-07,0,0,51.62997443208686,57,91.35943881113108,0,100,الكريب,KRIB FERME COSSEM,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.319045,9.137629,0.00
2025-11-07,0,0,39.177550981087336,47,94.53673475950345,0,59,بوعرادة,BOU ARADA II,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.349643,9.625698,0.00
2025-11-07,0,0,35.347999961078166,77,95.86799996957181,0,86,سليانة,SILIANA AGRICOLE,سليانة,Siliana,الشمال الغربي,Nord-Ouest,36.085492,9.366221,0.00
2025-11-07,0,0,35.973784329019196,50,85.53838039318217,0,57,تاجروين,TEJROUINE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.936996,8.491428,0.00
2025-11-07,0,0,35.78372094381687,76.5,92.90697674973067,0,66.5,السرس,SERS DELEGATION,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,36.066600,9.037090,0.00
2025-11-07,0,0,34.901999956369394,74.5,82.2720000115037,0,42,القصور,KSOUR ECOLE,الكاف,Le Kef,الشمال الغربي,Nord-Ouest,35.900994,8.793994,0.00
