date,parameter,value,unite
2025-05-17 03:00:00,Température,17.2,°C
2025-05-17 04:00:00,Température,16.8,°C
2025-05-17 05:00:00,Température,16.6,°C
2025-05-17 06:00:00,Température,16.4,°C
2025-05-17 07:00:00,Température,16.2,°C
2025-05-17 08:00:00,Température,16.1,°C
2025-05-17 09:00:00,Température,16.0,°C
2025-05-17 10:00:00,Température,16.0,°C
2025-05-17 11:00:00,Température,16.0,°C
2025-05-17 12:00:00,Température,16.1,°C
2025-05-17 13:00:00,Température,16.3,°C
2025-05-17 14:00:00,Température,16.5,°C
2025-05-17 15:00:00,Température,16.8,°C
2025-05-16 01:00:00,Contenu volumétrique d'eau,10.9,%
2025-05-16 02:00:00,Contenu volumétrique d'eau,11.0,%
2025-05-16 03:00:00,Contenu volumétrique d'eau,10.3,%
2025-05-16 04:00:00,Contenu volumétrique d'eau,10.3,%
2025-05-16 05:00:00,Contenu volumétrique d'eau,10.8,%
2025-05-16 06:00:00,Contenu volumétrique d'eau,10.4,%
2025-05-16 07:00:00,Contenu volumétrique d'eau,11.0,%
2025-05-16 08:00:00,Contenu volumétrique d'eau,10.4,%
2025-05-16 11:00:00,Contenu volumétrique d'eau,10.9,%
2025-05-16 13:00:00,Contenu volumétrique d'eau,12.1,%
2025-05-16 15:00:00,Contenu volumétrique d'eau,9.3,%
2025-05-16 17:00:00,Contenu volumétrique d'eau,9.1,%
2025-05-16 19:00:00,Contenu volumétrique d'eau,12.4,%
2025-05-16 21:00:00,Contenu volumétrique d'eau,11.4,%
2025-05-16 22:00:00,Contenu volumétrique d'eau,11.3,%
2025-05-16 23:00:00,Contenu volumétrique d'eau,9.2,%
2025-05-17 03:00:00,Contenu volumétrique d'eau,8.8,%
2025-05-17 04:00:00,Contenu volumétrique d'eau,9.6,%
2025-05-17 05:00:00,Contenu volumétrique d'eau,8.7,%
2025-05-17 06:00:00,Contenu volumétrique d'eau,9.6,%
2025-05-17 07:00:00,Contenu volumétrique d'eau,9.8,%
2025-05-17 08:00:00,Contenu volumétrique d'eau,9.2,%
2025-05-17 09:00:00,Contenu volumétrique d'eau,9.5,%
2025-05-17 10:00:00,Contenu volumétrique d'eau,8.9,%
2025-05-17 11:00:00,Contenu volumétrique d'eau,8.0,%
2025-05-17 12:00:00,Contenu volumétrique d'eau,7.6,%
2025-05-17 13:00:00,Contenu volumétrique d'eau,8.8,%
2025-05-17 14:00:00,Contenu volumétrique d'eau,8.1,%
2025-05-17 15:00:00,Contenu volumétrique d'eau,6.7,%
2025-05-16 01:00:00,L'humidité du sol,29.8,mV
2025-05-16 02:00:00,L'humidité du sol,37.6,mV
2025-05-16 03:00:00,L'humidité du sol,30.9,mV
2025-05-16 04:00:00,L'humidité du sol,33.1,mV
2025-05-16 05:00:00,L'humidité du sol,32.2,mV
2025-05-16 06:00:00,L'humidité du sol,32.4,mV
2025-05-16 07:00:00,L'humidité du sol,33.2,mV
2025-05-16 08:00:00,L'humidité du sol,37.0,mV
2025-05-16 11:00:00,L'humidité du sol,39.4,mV
2025-05-16 13:00:00,L'humidité du sol,37.9,mV
2025-05-16 15:00:00,L'humidité du sol,33.4,mV
2025-05-16 17:00:00,L'humidité du sol,39.6,mV
2025-05-16 19:00:00,L'humidité du sol,38.8,mV
2025-05-16 21:00:00,L'humidité du sol,37.2,mV
2025-05-16 22:00:00,L'humidité du sol,36.3,mV
2025-05-16 23:00:00,L'humidité du sol,36.3,mV
2025-05-17 03:00:00,L'humidité du sol,33.9,mV
2025-05-17 04:00:00,L'humidité du sol,34.0,mV
2025-05-17 05:00:00,L'humidité du sol,34.1,mV
2025-05-17 06:00:00,L'humidité du sol,34.3,mV
2025-05-17 07:00:00,L'humidité du sol,39.8,mV
2025-05-17 08:00:00,L'humidité du sol,42.7,mV
2025-05-17 09:00:00,L'humidité du sol,43.7,mV
2025-05-17 10:00:00,L'humidité du sol,44.8,mV
2025-05-17 11:00:00,L'humidité du sol,44.0,mV
2025-05-17 12:00:00,L'humidité du sol,44.1,mV
2025-05-17 13:00:00,L'humidité du sol,42.7,mV
2025-05-17 14:00:00,L'humidité du sol,42.5,mV
2025-05-17 15:00:00,L'humidité du sol,42.6,mV
2025-05-16 01:00:00,Température,18.8,°C
2025-05-16 02:00:00,Température,18.7,°C
2025-05-16 03:00:00,Température,18.6,°C
2025-05-16 04:00:00,Température,18.5,°C
2025-05-16 05:00:00,Température,18.4,°C
2025-05-16 06:00:00,Température,18.2,°C
2025-05-16 07:00:00,Température,18.1,°C
2025-05-16 08:00:00,Température,18.0,°C
2025-05-16 11:00:00,Température,17.8,°C
2025-05-16 13:00:00,Température,17.6,°C
2025-05-16 15:00:00,Température,17.6,°C
2025-05-16 17:00:00,Température,17.7,°C
2025-05-16 19:00:00,Température,17.8,°C
2025-05-16 21:00:00,Température,17.9,°C
2025-05-16 22:00:00,Température,17.9,°C
2025-05-16 23:00:00,Température,17.9,°C
2025-05-17 03:00:00,Température,17.8,°C
2025-05-17 04:00:00,Température,17.6,°C
2025-05-17 05:00:00,Température,17.5,°C
2025-05-17 06:00:00,Température,17.3,°C
2025-05-17 07:00:00,Température,17.2,°C
2025-05-17 08:00:00,Température,17.1,°C
2025-05-17 09:00:00,Température,17.0,°C
2025-05-17 10:00:00,Température,16.9,°C
2025-05-17 11:00:00,Température,16.9,°C
2025-05-17 12:00:00,Température,16.9,°C
2025-05-17 13:00:00,Température,16.9,°C
2025-05-17 14:00:00,Température,16.9,°C
2025-05-17 15:00:00,Température,17.0,°C
2025-05-16 01:00:00,Contenu volumétrique d'eau,1.1,%
2025-05-16 02:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-16 03:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-16 04:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-16 05:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-16 06:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-16 07:00:00,Contenu volumétrique d'eau,1.3,%
2025-05-16 08:00:00,Contenu volumétrique d'eau,1.5,%
2025-05-16 11:00:00,Contenu volumétrique d'eau,1.8,%
2025-05-16 13:00:00,Contenu volumétrique d'eau,1.6,%
2025-05-16 15:00:00,Contenu volumétrique d'eau,1.8,%
2025-05-16 17:00:00,Contenu volumétrique d'eau,1.7,%
2025-05-16 19:00:00,Contenu volumétrique d'eau,1.6,%
2025-05-16 21:00:00,Contenu volumétrique d'eau,1.4,%
2025-05-16 22:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-16 23:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-17 03:00:00,Contenu volumétrique d'eau,1.1,%
2025-05-17 04:00:00,Contenu volumétrique d'eau,1.1,%
2025-05-17 05:00:00,Contenu volumétrique d'eau,1.1,%
2025-05-17 06:00:00,Contenu volumétrique d'eau,1.2,%
2025-05-17 07:00:00,Contenu volumétrique d'eau,1.6,%
2025-05-17 08:00:00,Contenu volumétrique d'eau,1.8,%
2025-05-17 09:00:00,Contenu volumétrique d'eau,1.9,%
2025-05-17 10:00:00,Contenu volumétrique d'eau,2.0,%
2025-05-17 11:00:00,Contenu volumétrique d'eau,2.2,%
2025-05-17 12:00:00,Contenu volumétrique d'eau,2.4,%
2025-05-17 13:00:00,Contenu volumétrique d'eau,2.5,%
2025-05-17 14:00:00,Contenu volumétrique d'eau,2.7,%
2025-05-17 15:00:00,Contenu volumétrique d'eau,2.7,%
2025-05-16 01:00:00,L'humidité du sol,428.6,mV
2025-05-16 02:00:00,L'humidité du sol,430.8,mV
2025-05-16 03:00:00,L'humidité du sol,429.5,mV
2025-05-16 04:00:00,L'humidité du sol,429.7,mV
2025-05-16 05:00:00,L'humidité du sol,430.5,mV
2025-05-16 06:00:00,L'humidité du sol,431.2,mV
2025-05-16 07:00:00,L'humidité du sol,432.7,mV
2025-05-16 08:00:00,L'humidité du sol,437.0,mV
2025-05-16 11:00:00,L'humidité du sol,442.5,mV
2025-05-16 13:00:00,L'humidité du sol,439.2,mV
2025-05-16 15:00:00,L'humidité du sol,441.8,mV
2025-05-16 17:00:00,L'humidité du sol,440.4,mV
2025-05-16 19:00:00,L'humidité du sol,438.9,mV
2025-05-16 01:00:00,Pression relative,339.0,hPa
2025-05-16 02:00:00,Pression relative,339.0,hPa
2025-05-16 03:00:00,Pression relative,338.0,hPa
2025-05-16 04:00:00,Pression relative,338.0,hPa
2025-05-16 05:00:00,Pression relative,338.0,hPa
2025-05-16 06:00:00,Pression relative,339.0,hPa
2025-05-16 07:00:00,Pression relative,339.0,hPa
2025-05-16 08:00:00,Pression relative,338.0,hPa
2025-05-16 09:00:00,Pression relative,338.0,hPa
2025-05-16 10:00:00,Pression relative,339.0,hPa
2025-05-16 11:00:00,Pression relative,338.0,hPa
2025-05-16 12:00:00,Pression relative,338.0,hPa
2025-05-16 13:00:00,Pression relative,338.0,hPa
2025-05-16 14:00:00,Pression relative,338.0,hPa
2025-05-16 15:00:00,Pression relative,337.0,hPa
2025-05-16 16:00:00,Pression relative,337.0,hPa
2025-05-16 17:00:00,Pression relative,337.0,hPa
2025-05-16 18:00:00,Pression relative,337.0,hPa
2025-05-16 19:00:00,Pression relative,337.0,hPa
2025-05-16 20:00:00,Pression relative,338.0,hPa
2025-05-16 21:00:00,Pression relative,338.0,hPa
2025-05-16 22:00:00,Pression relative,338.0,hPa
2025-05-16 23:00:00,Pression relative,338.0,hPa
2025-05-17 00:00:00,Pression relative,338.0,hPa
2025-05-17 01:00:00,Pression relative,337.0,hPa
2025-05-17 02:00:00,Pression relative,336.0,hPa
2025-05-17 03:00:00,Pression relative,336.0,hPa
2025-05-17 04:00:00,Pression relative,336.0,hPa
2025-05-17 05:00:00,Pression relative,336.0,hPa
2025-05-17 06:00:00,Pression relative,336.0,hPa
2025-05-17 07:00:00,Pression relative,336.0,hPa
2025-05-17 08:00:00,Pression relative,336.0,hPa
2025-05-17 09:00:00,Pression relative,336.0,hPa
2025-05-17 10:00:00,Pression relative,335.0,hPa
2025-05-17 11:00:00,Pression relative,335.0,hPa
2025-05-17 12:00:00,Pression relative,335.0,hPa
2025-05-17 13:00:00,Pression relative,335.0,hPa
2025-05-17 14:00:00,Pression relative,334.0,hPa
2025-05-17 15:00:00,Pression relative,334.0,hPa
2025-05-16 01:00:00,Niveau du fluid,3.46,m
2025-05-16 02:00:00,Niveau du fluid,3.45,m
2025-05-16 03:00:00,Niveau du fluid,3.45,m
2025-05-16 04:00:00,Niveau du fluid,3.45,m
2025-05-16 05:00:00,Niveau du fluid,3.45,m
2025-05-16 06:00:00,Niveau du fluid,3.45,m
2025-05-16 07:00:00,Niveau du fluid,3.45,m
2025-05-16 08:00:00,Niveau du fluid,3.45,m
2025-05-16 09:00:00,Niveau du fluid,3.45,m
2025-05-16 10:00:00,Niveau du fluid,3.45,m
2025-05-16 11:00:00,Niveau du fluid,3.45,m
2025-05-16 12:00:00,Niveau du fluid,3.45,m
2025-05-16 13:00:00,Niveau du fluid,3.45,m
2025-05-16 14:00:00,Niveau du fluid,3.44,m
2025-05-16 15:00:00,Niveau du fluid,3.43,m
2025-05-16 16:00:00,Niveau du fluid,3.44,m
2025-05-16 17:00:00,Niveau du fluid,3.44,m
2025-05-16 18:00:00,Niveau du fluid,3.43,m
2025-05-16 19:00:00,Niveau du fluid,3.44,m
2025-05-16 20:00:00,Niveau du fluid,3.44,m
2025-05-16 21:00:00,Niveau du fluid,3.44,m
2025-05-16 22:00:00,Niveau du fluid,3.45,m
2025-05-16 23:00:00,Niveau du fluid,3.45,m
2025-05-17 00:00:00,Niveau du fluid,3.44,m
2025-05-17 01:00:00,Niveau du fluid,3.44,m
2025-05-17 02:00:00,Niveau du fluid,3.43,m
2025-05-17 03:00:00,Niveau du fluid,3.43,m
2025-05-17 04:00:00,Niveau du fluid,3.43,m
2025-05-17 05:00:00,Niveau du fluid,3.43,m
2025-05-17 06:00:00,Niveau du fluid,3.43,m
2025-05-17 07:00:00,Niveau du fluid,3.42,m
2025-05-17 08:00:00,Niveau du fluid,3.42,m
2025-05-17 09:00:00,Niveau du fluid,3.43,m
2025-05-17 10:00:00,Niveau du fluid,3.42,m
2025-05-17 11:00:00,Niveau du fluid,3.42,m
2025-05-17 12:00:00,Niveau du fluid,3.41,m
2025-05-17 13:00:00,Niveau du fluid,3.41,m
2025-05-17 14:00:00,Niveau du fluid,3.41,m
2025-05-17 15:00:00,Niveau du fluid,3.4,m
