Name,description,lon,lat
الخلية الترابية للإرشاد الفلاحي بالجديدة,,9.934707939086305,36.83976735176552
الخلية الترابية للإرشاد الفلاحي بطبربة,,9.84158728986688,36.83113571604843
الخلية الترابية للإرشاد الفلاحي بالبطان,,9.846049914345492,36.80323512235484
الخلية الترابية للإرشاد الفلاحي ببرج العامري,,9.878448394336006,36.71085492693599
الخلية الترابية للإرشاد الفلاحي بالمرناقية,,10.02000925642104,36.75790716868632
الخلية الترابية للإرشاد الفلاحي بمنوبة,,10.09272595544483,36.80788297797174
