Date,PrixMin_Nord,PrixMax_Nord,PrixMoyen_Nord,PrixMin_Centre,PrixMax_Centre,PrixMoyen_Centre,PrixMin_Sud,PrixMax_Sud,PrixMoyen_Sud,Prix_Moyen
2022-01-03,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2022-01-02,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2022-01-01,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-31,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-30,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-29,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-28,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-27,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-26,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-25,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
2021-12-24,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
