nom;Longitude;Latitude;Elévation;intervalle d'enregistrement;temps d'envoi des données;Base des données depuis
Station oued souhil nabeul;36.547951;9.010971;158.7;30 minutes;7:00 et 17:00;17/11/2015 09:00
